industry,year,keyword,slope
Healthcare & Life Sciences,2016,telemedicine,0.001532010965973235
Healthcare & Life Sciences,2016,healthcare technology,-0.004434768585711978
Healthcare & Life Sciences,2016,medical devices,-0.01822286727947104
Healthcare & Life Sciences,2016,biotech,-0.40832123850991775
Healthcare & Life Sciences,2017,digital health,0.010965973230124175
Healthcare & Life Sciences,2017,telemedicine,-0.009675858732462506
Healthcare & Life Sciences,2017,healthcare technology,-0.0071762618932430244
Healthcare & Life Sciences,2017,medical devices,-0.03531688437348815
Healthcare & Life Sciences,2017,biotech,-0.35083051120786973
Healthcare & Life Sciences,2018,digital health,-0.011449766166747298
Healthcare & Life Sciences,2018,telemedicine,0.004354136429608133
Healthcare & Life Sciences,2018,healthcare technology,-0.008708272859216255
Healthcare & Life Sciences,2018,medical devices,0.008950169327527823
Healthcare & Life Sciences,2018,biotech,-0.39348492178680866
Healthcare & Life Sciences,2019,digital health,0.023060796645702316
Healthcare & Life Sciences,2019,telemedicine,-0.005402354458958232
Healthcare & Life Sciences,2019,healthcare technology,-0.007418158361554586
Healthcare & Life Sciences,2019,medical devices,0.020399935494275132
Healthcare & Life Sciences,2019,biotech,-0.25165295920012903
Healthcare & Life Sciences,2020,digital health,0.0029027576197387522
Healthcare & Life Sciences,2020,telemedicine,-0.08708272859216257
Healthcare & Life Sciences,2020,healthcare technology,-0.002015803902596355
Healthcare & Life Sciences,2020,medical devices,-0.03765521690049993
Healthcare & Life Sciences,2020,biotech,0.18021286889211427
Finance & Fintech,2005,fintech,-0.048379293662312535
Finance & Fintech,2005,digital banking,0.1740041928721175
Finance & Fintech,2005,payment technology,0.023786486050637
Finance & Fintech,2005,cryptocurrency,0.0
Finance & Fintech,2005,blockchain finance,0.0
Finance & Fintech,2006,fintech,0.2536687631027254
Finance & Fintech,2006,digital banking,0.7317368166424771
Finance & Fintech,2006,payment technology,0.0915981293339784
Finance & Fintech,2006,cryptocurrency,0.0
Finance & Fintech,2006,blockchain finance,0.0
Finance & Fintech,2007,fintech,0.06345750685373329
Finance & Fintech,2007,digital banking,0.7380261248185779
Finance & Fintech,2007,payment technology,0.030398322851153046
Finance & Fintech,2007,cryptocurrency,0.0
Finance & Fintech,2007,blockchain finance,0.0
Finance & Fintech,2008,fintech,-0.014755684567005314
Finance & Fintech,2008,digital banking,0.05942589904854056
Finance & Fintech,2008,payment technology,-0.006531204644412189
Finance & Fintech,2008,cryptocurrency,0.0
Finance & Fintech,2008,blockchain finance,0.0
Finance & Fintech,2009,fintech,0.0060474117077890755
Finance & Fintech,2009,digital banking,0.55313659087244
Finance & Fintech,2009,payment technology,0.005563618771165946
Finance & Fintech,2009,cryptocurrency,0.0
Finance & Fintech,2009,blockchain finance,0.0
Finance & Fintech,2010,fintech,0.026286082889856482
Finance & Fintech,2010,digital banking,1.1479600064505726
Finance & Fintech,2010,payment technology,0.004837929366231257
Finance & Fintech,2010,cryptocurrency,0.0
Finance & Fintech,2010,blockchain finance,0.0
Finance & Fintech,2011,fintech,-0.010965973230124175
Finance & Fintech,2011,digital banking,-0.6984357361715855
Finance & Fintech,2011,payment technology,-0.0023383325270117717
Finance & Fintech,2011,cryptocurrency,0.0
Finance & Fintech,2011,blockchain finance,0.0
Finance & Fintech,2012,fintech,0.01846476374778262
Finance & Fintech,2012,digital banking,0.09498467989034022
Finance & Fintech,2012,payment technology,0.002741493307531045
Finance & Fintech,2012,cryptocurrency,-0.0016932752781809385
Finance & Fintech,2012,blockchain finance,0.0
Finance & Fintech,2013,fintech,0.07127882599580714
Finance & Fintech,2013,digital banking,0.5770843412352846
Finance & Fintech,2013,payment technology,0.00532172230285438
Finance & Fintech,2013,cryptocurrency,0.4786324786324787
Finance & Fintech,2013,blockchain finance,0.00040316078051927113
Finance & Fintech,2014,fintech,0.15666827930978877
Finance & Fintech,2014,digital banking,-0.23834865344299322
Finance & Fintech,2014,payment technology,0.007740686985970007
Finance & Fintech,2014,cryptocurrency,-0.656023222060958
Finance & Fintech,2014,blockchain finance,0.0
Finance & Fintech,2015,fintech,0.7399612965650704
Finance & Fintech,2015,digital banking,0.2589098532494759
Finance & Fintech,2015,payment technology,-0.0027414933075310412
Finance & Fintech,2015,cryptocurrency,0.0026608611514271877
Finance & Fintech,2015,blockchain finance,-0.0004031607805192709
Finance & Fintech,2016,fintech,0.5247540719238835
Finance & Fintech,2016,digital banking,-0.15368488953394613
Finance & Fintech,2016,payment technology,-0.011449766166747298
Finance & Fintech,2016,cryptocurrency,0.28777616513465576
Finance & Fintech,2016,blockchain finance,0.0053217223028543805
Finance & Fintech,2017,fintech,0.009917755200774071
Finance & Fintech,2017,digital banking,0.03894533139816159
Finance & Fintech,2017,payment technology,0.0
Finance & Fintech,2017,cryptocurrency,1.1147395581357846
Finance & Fintech,2017,blockchain finance,0.0
Finance & Fintech,2018,fintech,0.009272697951943238
Finance & Fintech,2018,digital banking,0.018787292372198037
Finance & Fintech,2018,payment technology,0.0
Finance & Fintech,2018,cryptocurrency,-1.0030640219319464
Finance & Fintech,2018,blockchain finance,0.0
Finance & Fintech,2019,fintech,0.1323173681664248
Finance & Fintech,2019,digital banking,0.002177068214804063
Finance & Fintech,2019,payment technology,0.0
Finance & Fintech,2019,cryptocurrency,-0.31648121270762786
Finance & Fintech,2019,blockchain finance,-0.010079019512981778
Finance & Fintech,2020,fintech,-0.07063376874697629
Finance & Fintech,2020,digital banking,0.028624415416868245
Finance & Fintech,2020,payment technology,0.0
Finance & Fintech,2020,cryptocurrency,0.5454765360425738
Finance & Fintech,2020,blockchain finance,0.0
Media & Entertainment,2005,streaming services,0.012094823415578134
Media & Entertainment,2005,digital media,-0.09280761167553625
Media & Entertainment,2005,content creation,-0.0030640219319464593
Media & Entertainment,2005,entertainment technology,-0.024915336236090956
Media & Entertainment,2006,streaming services,-0.0049991936784389585
Media & Entertainment,2006,digital media,-0.14900822447992265
Media & Entertainment,2006,content creation,0.011611030478955009
Media & Entertainment,2006,entertainment technology,-0.008305112078696986
Media & Entertainment,2007,streaming services,-0.008547008547008544
Media & Entertainment,2007,digital media,-0.1390098371230447
Media & Entertainment,2007,content creation,0.007337526205450733
Media & Entertainment,2007,entertainment technology,-0.01451378809869376
Media & Entertainment,2008,streaming services,-0.0028221254636348987
Media & Entertainment,2008,digital media,0.10288663118851794
Media & Entertainment,2008,content creation,-0.009030801483631674
Media & Entertainment,2008,entertainment technology,0.00556361877116594
Media & Entertainment,2009,streaming services,0.01007901951298178
Media & Entertainment,2009,digital media,0.09151749717787451
Media & Entertainment,2009,content creation,-0.005160457990646668
Media & Entertainment,2009,entertainment technology,-0.003709079180777295
Media & Entertainment,2010,streaming services,0.004515400741815838
Media & Entertainment,2010,digital media,-0.3672794710530561
Media & Entertainment,2010,content creation,-0.00032252862441541693
Media & Entertainment,2010,entertainment technology,-0.008869537171423966
Media & Entertainment,2011,streaming services,0.07950330591840027
Media & Entertainment,2011,digital media,-0.2453636510240285
Media & Entertainment,2011,content creation,0.0016126431220770856
Media & Entertainment,2011,entertainment technology,-0.009030801483631671
Media & Entertainment,2012,streaming services,-0.014916948879213037
Media & Entertainment,2012,digital media,-0.2714884696016772
Media & Entertainment,2012,content creation,-0.0025802289953233346
Media & Entertainment,2012,entertainment technology,-0.010643444605708758
Media & Entertainment,2013,streaming services,-0.00620867601999678
Media & Entertainment,2013,digital media,-0.1983551040154814
Media & Entertainment,2013,content creation,0.0013707466537655228
Media & Entertainment,2013,entertainment technology,-0.017013384937913243
Media & Entertainment,2014,streaming services,0.046282857603612323
Media & Entertainment,2014,digital media,-0.18972746331236898
Media & Entertainment,2014,content creation,-0.004676665054023544
Media & Entertainment,2014,entertainment technology,-0.009675858732462506
Media & Entertainment,2015,streaming services,-0.018787292372198033
Media & Entertainment,2015,digital media,-0.1378809869375907
Media & Entertainment,2015,content creation,-0.0004031607805192689
Media & Entertainment,2015,entertainment technology,-0.0013707466537655202
Media & Entertainment,2016,streaming services,0.02765682954362199
Media & Entertainment,2016,digital media,-0.16948879213030155
Media & Entertainment,2016,content creation,0.003305918400258026
Media & Entertainment,2016,entertainment technology,-0.008869537171423962
Media & Entertainment,2017,streaming services,0.2543944525076601
Media & Entertainment,2017,digital media,-0.10845024995968393
Media & Entertainment,2017,content creation,0.007901951298177714
Media & Entertainment,2017,entertainment technology,-0.008950169327527818
Media & Entertainment,2018,streaming services,0.19061441702951135
Media & Entertainment,2018,digital media,-0.09288824383164007
Media & Entertainment,2018,content creation,0.03765521690049992
Media & Entertainment,2018,entertainment technology,-0.014836316723109179
Media & Entertainment,2019,streaming services,0.7337526205450736
Media & Entertainment,2019,digital media,-0.08829221093372036
Media & Entertainment,2019,content creation,0.029511369134010652
Media & Entertainment,2019,entertainment technology,0.00024189646831156402
Media & Entertainment,2020,streaming services,0.16231253023705855
Media & Entertainment,2020,digital media,-0.018706660216094163
Media & Entertainment,2020,content creation,0.017416545718432513
Media & Entertainment,2020,entertainment technology,-0.0071762618932430244
Education & Training,2005,edtech,0.005563618771165942
Education & Training,2005,online learning,-0.2759232381873891
Education & Training,2005,elearning,-0.14304144492823737
Education & Training,2005,educational technology,-0.1394936300596678
Education & Training,2006,edtech,0.007498790517658445
Education & Training,2006,online learning,-0.27713272052894694
Education & Training,2006,elearning,-0.150459603289792
Education & Training,2006,educational technology,-0.11393323657474601
Education & Training,2007,edtech,-0.001209482341557814
Education & Training,2007,online learning,-0.14900822447992262
Education & Training,2007,elearning,0.16118368005160466
Education & Training,2007,educational technology,-0.056603773584905655
Education & Training,2008,edtech,0.0014513788098693783
Education & Training,2008,online learning,-0.0944202547976133
Education & Training,2008,elearning,0.027737461699725904
Education & Training,2008,educational technology,-0.04241251411062732
Education & Training,2009,edtech,-0.0018545395903886454
Education & Training,2009,online learning,0.1581196581196582
Education & Training,2009,elearning,0.1616674729882278
Education & Training,2009,educational technology,-0.009756490888566349
Education & Training,2010,edtech,0.003064021931946462
Education & Training,2010,online learning,-0.31502983389775846
Education & Training,2010,elearning,-0.13288179325915173
Education & Training,2010,educational technology,-0.026689243670375746
Education & Training,2011,edtech,0.001370746653765523
Education & Training,2011,online learning,-0.09691985163683275
Education & Training,2011,elearning,0.18368005160458006
Education & Training,2011,educational technology,0.004434768585711991
Education & Training,2012,edtech,-0.0005644250927269794
Education & Training,2012,online learning,-0.11119174326721498
Education & Training,2012,elearning,0.04805676503789712
Education & Training,2012,educational technology,-0.0063699403322044785
Education & Training,2013,edtech,0.00975649088856636
Education & Training,2013,online learning,-0.056603773584905676
Education & Training,2013,elearning,0.0915174971778746
Education & Training,2013,educational technology,-0.01128850185453959
Education & Training,2014,edtech,-0.001612643122077085
Education & Training,2014,online learning,-0.07055313659087245
Education & Training,2014,elearning,0.14029995162070644
Education & Training,2014,educational technology,0.001854539590388649
Education & Training,2015,edtech,0.010320915981293342
Education & Training,2015,online learning,-0.06998871149814544
Education & Training,2015,elearning,0.021125624899209872
Education & Training,2015,educational technology,0.0009675858732462544
Education & Training,2016,edtech,0.009998387356877926
Education & Training,2016,online learning,-0.053459119496855355
Education & Training,2016,elearning,0.10869214642799555
Education & Training,2016,educational technology,-0.002822125463634895
Education & Training,2017,edtech,-0.004434768585711982
Education & Training,2017,online learning,-0.07748750201580391
Education & Training,2017,elearning,-0.059103370424125085
Education & Training,2017,educational technology,-0.015562006128043862
Education & Training,2018,edtech,0.003950975649088859
Education & Training,2018,online learning,-0.04926624737945493
Education & Training,2018,elearning,0.21440090308014842
Education & Training,2018,educational technology,-0.01072407676181261
Education & Training,2019,edtech,-0.002015803902596355
Education & Training,2019,online learning,0.023705853894533144
Education & Training,2019,elearning,0.3992904370262862
Education & Training,2019,educational technology,-0.0018545395903886456
Education & Training,2020,edtech,0.006208676019996776
Education & Training,2020,online learning,0.05732946298984036
Education & Training,2020,elearning,0.8566360264473475
Education & Training,2020,educational technology,-0.0017739074342847925
Real Estate & Construction,2005,proptech,0.0
Real Estate & Construction,2005,real estate technology,-0.1116755362038381
Real Estate & Construction,2005,construction technology,-0.12441541686824699
Real Estate & Construction,2005,smart buildings,0.0
Real Estate & Construction,2006,proptech,0.014836316723109179
Real Estate & Construction,2006,real estate technology,-0.21762618932430255
Real Estate & Construction,2006,construction technology,-0.5336236090953073
Real Estate & Construction,2006,smart buildings,-0.0074181583615545894
Real Estate & Construction,2007,proptech,0.0
Real Estate & Construction,2007,real estate technology,-0.06636026447347199
Real Estate & Construction,2007,construction technology,-0.06103854217061762
Real Estate & Construction,2007,smart buildings,-0.001773907434284794
Real Estate & Construction,2008,proptech,0.015965166908563137
Real Estate & Construction,2008,real estate technology,-0.19456539267860026
Real Estate & Construction,2008,construction technology,-0.24746008708272862
Real Estate & Construction,2008,smart buildings,0.019190453152717307
Real Estate & Construction,2009,proptech,-0.025963554265441068
Real Estate & Construction,2009,real estate technology,-0.1132881793259152
Real Estate & Construction,2009,construction technology,0.03201096597323021
Real Estate & Construction,2009,smart buildings,-0.019432349621028872
Real Estate & Construction,2010,proptech,0.0
Real Estate & Construction,2010,real estate technology,-0.1375584583131753
Real Estate & Construction,2010,construction technology,-0.18287373004354132
Real Estate & Construction,2010,smart buildings,0.0015320109659732236
Real Estate & Construction,2011,proptech,0.0
Real Estate & Construction,2011,real estate technology,-0.04547653604257379
Real Estate & Construction,2011,construction technology,0.09966134494436385
Real Estate & Construction,2011,smart buildings,-0.05773262377035962
Real Estate & Construction,2012,proptech,0.0
Real Estate & Construction,2012,real estate technology,-0.07724560554749235
Real Estate & Construction,2012,construction technology,-0.22109337203676832
Real Estate & Construction,2012,smart buildings,0.05313659087243994
Real Estate & Construction,2013,proptech,-0.009030801483631674
Real Estate & Construction,2013,real estate technology,-0.038139009837123046
Real Estate & Construction,2013,construction technology,-0.11078858248669567
Real Estate & Construction,2013,smart buildings,-0.022980164489598453
Real Estate & Construction,2014,proptech,1.4459086776175676e-18
Real Estate & Construction,2014,real estate technology,-0.06168359941944851
Real Estate & Construction,2014,construction technology,0.03765521690049998
Real Estate & Construction,2014,smart buildings,-0.008950169327527818
Real Estate & Construction,2015,proptech,0.002983389775842608
Real Estate & Construction,2015,real estate technology,-0.03765521690049992
Real Estate & Construction,2015,construction technology,-0.049911304628285726
Real Estate & Construction,2015,smart buildings,0.053701015965166916
Real Estate & Construction,2016,proptech,0.10570875665215292
Real Estate & Construction,2016,real estate technology,0.014916948879213047
Real Estate & Construction,2016,construction technology,-0.10328979196903722
Real Estate & Construction,2016,smart buildings,-0.0016932752781809324
Real Estate & Construction,2017,proptech,0.17142396387679412
Real Estate & Construction,2017,real estate technology,-0.027092404450895016
Real Estate & Construction,2017,construction technology,-0.09901628769553297
Real Estate & Construction,2017,smart buildings,0.01007901951298178
Real Estate & Construction,2018,proptech,0.18311562651185295
Real Estate & Construction,2018,real estate technology,-0.08071278825995809
Real Estate & Construction,2018,construction technology,-0.0012094823415577914
Real Estate & Construction,2018,smart buildings,0.021851314304144498
Real Estate & Construction,2019,proptech,0.33204321883567167
Real Estate & Construction,2019,real estate technology,-0.009595226576358638
Real Estate & Construction,2019,construction technology,-0.17722947911627157
Real Estate & Construction,2019,smart buildings,0.03773584905660379
Real Estate & Construction,2020,proptech,-0.29987098855023386
Real Estate & Construction,2020,real estate technology,-0.025076600548298664
Real Estate & Construction,2020,construction technology,-0.0712788259958071
Real Estate & Construction,2020,smart buildings,-0.021609417835832933
Travel & Hospitality,2005,travel technology,-0.01709401709401708
Travel & Hospitality,2005,online booking,-0.07119819383970327
Travel & Hospitality,2005,hotel technology,-0.06894049346879534
Travel & Hospitality,2005,tourism technology,-0.017739074342847924
Travel & Hospitality,2006,travel technology,-0.03894533139816158
Travel & Hospitality,2006,online booking,0.16497339138848574
Travel & Hospitality,2006,hotel technology,-0.06853733268827608
Travel & Hospitality,2006,tourism technology,-0.055716819867763265
Travel & Hospitality,2007,travel technology,-0.008143847766489277
Travel & Hospitality,2007,online booking,0.5212868892114176
Travel & Hospitality,2007,hotel technology,-0.01378809869375907
Travel & Hospitality,2007,tourism technology,0.009030801483631671
Travel & Hospitality,2008,travel technology,-0.016690856313497825
Travel & Hospitality,2008,online booking,0.7665699080793421
Travel & Hospitality,2008,hotel technology,-0.02257700370907918
Travel & Hospitality,2008,tourism technology,0.003305918400258025
Travel & Hospitality,2009,travel technology,-0.0012094823415578126
Travel & Hospitality,2009,online booking,1.0865989356555394
Travel & Hospitality,2009,hotel technology,0.002096436058700211
Travel & Hospitality,2009,tourism technology,0.0
Travel & Hospitality,2010,travel technology,-0.01354620222544751
Travel & Hospitality,2010,online booking,-0.6232865666827933
Travel & Hospitality,2010,hotel technology,-0.0020964360587002098
Travel & Hospitality,2010,tourism technology,0.0
Travel & Hospitality,2011,travel technology,-0.0037090791807772947
Travel & Hospitality,2011,online booking,-0.004999193678438977
Travel & Hospitality,2011,hotel technology,0.0
Travel & Hospitality,2011,tourism technology,-0.0009675858732462511
Travel & Hospitality,2012,travel technology,-0.002015803902596356
Travel & Hospitality,2012,online booking,0.07385905499113045
Travel & Hospitality,2012,hotel technology,0.0
Travel & Hospitality,2012,tourism technology,-0.008143847766489277
Travel & Hospitality,2013,travel technology,-0.002015803902596356
Travel & Hospitality,2013,online booking,0.2501209482341558
Travel & Hospitality,2013,hotel technology,-0.0008063215610385422
Travel & Hospitality,2013,tourism technology,-0.0027414933075310443
Travel & Hospitality,2014,travel technology,-0.002015803902596356
Travel & Hospitality,2014,online booking,0.3850991775520078
Travel & Hospitality,2014,hotel technology,-0.0020964360587002098
Travel & Hospitality,2014,tourism technology,0.0
Travel & Hospitality,2015,travel technology,-0.002015803902596355
Travel & Hospitality,2015,online booking,-0.02926947266569909
Travel & Hospitality,2015,hotel technology,0.002096436058700211
Travel & Hospitality,2015,tourism technology,0.0
Travel & Hospitality,2016,travel technology,0.0
Travel & Hospitality,2016,online booking,-0.13989679084018705
Travel & Hospitality,2016,hotel technology,0.0
Travel & Hospitality,2016,tourism technology,0.0
Travel & Hospitality,2017,travel technology,-0.002338332527011773
Travel & Hospitality,2017,online booking,0.2661667472988228
